node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,status,notes
PeachWorldHomeStage::stage_change::PeachWorldShopA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,PeachWorldShopA,raw,obj805,Stage Change PeachWorldShopA,6245.710,125.000,554.289,1;2,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PeachWorldShopStage.
PeachWorldHomeStage::stage_change::StartPoint::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,StartPoint,raw,obj1023,Stage Change StartPoint,4100.000,52.796,5300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=PlayerActorHakoniwa.
PeachWorldHomeStage::start,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldHomeStage::event::MoonRockActive_Mushroom,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,state_event,progression_events,,,,Mushroom Kingdom Moon Rock Active,,,,,todo,Fill the route to the Moon Rock and any prerequisite story/global state.
PeachWorldHomeStage::event::WorldPeace_Mushroom,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,state_event,progression_events,,,,Mushroom Kingdom World Peace,,,,,todo,Fill the story moons/bosses that must be completed for world peace in this kingdom.
PeachWorldPictureBossForestStage::stage_change::PictureBossForest::raw,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,fixed_transition,fixed_transition,PictureBossForest,,obj30,Painting to Torkdrift Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,fixed,Fixed vanilla painting transition to RevengeForestBossStage; not part of entrance or painting randomization.
PeachWorldPictureBossForestStage::entrance::PictureBossForest::home_in,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,home_entrance,EntranceDB:excluded,PictureBossForest,home_in,obj30,Home entrance: PictureBossForest,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeForestBossStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossForestStage::entrance::PictureBossForest::home_out,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,home_entrance,EntranceDB:excluded,PictureBossForest,home_out,obj30,Home return: PictureBossForest,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeForestBossStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossForestStage::stage_change::BossForestA::raw,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,stage_change,StageData,BossForestA,raw,obj25,Stage Change BossForestA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PeachWorldHomeStage.
PeachWorldPictureBossForestStage::start,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldPictureBossForestStage::entrance::BossForestA::sub_far,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,substage_entrance,EntranceDB,BossForestA,sub_far,obj25,Substage far side: BossForestA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureBossForestStage::entrance::BossForestA::sub_near,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,substage_entrance,EntranceDB,BossForestA,sub_near,obj25,Substage near side: BossForestA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureBossKnuckleStage::stage_change::PictureBossKnuckle::raw,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,fixed_transition,fixed_transition,PictureBossKnuckle,,obj30,Painting to Knucklotec Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,fixed,Fixed vanilla painting transition to RevengeBossKnuckleStage; not part of entrance or painting randomization.
PeachWorldPictureBossKnuckleStage::entrance::PictureBossKnuckle::home_in,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,home_entrance,EntranceDB:excluded,PictureBossKnuckle,home_in,obj30,Home entrance: PictureBossKnuckle,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeBossKnuckleStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossKnuckleStage::entrance::PictureBossKnuckle::home_out,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,home_entrance,EntranceDB:excluded,PictureBossKnuckle,home_out,obj30,Home return: PictureBossKnuckle,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeBossKnuckleStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossKnuckleStage::stage_change::BossKnuckleA::raw,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,stage_change,StageData,BossKnuckleA,raw,obj25,Stage Change BossKnuckleA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PeachWorldHomeStage.
PeachWorldPictureBossKnuckleStage::start,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldPictureBossKnuckleStage::entrance::BossKnuckleA::sub_far,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,substage_entrance,EntranceDB,BossKnuckleA,sub_far,obj25,Substage far side: BossKnuckleA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureBossKnuckleStage::entrance::BossKnuckleA::sub_near,Mushroom Kingdom,PeachWorldPictureBossKnuckleStage,Painting Room: Knucklotec,subarea,substage_entrance,EntranceDB,BossKnuckleA,sub_near,obj25,Substage near side: BossKnuckleA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureBossMagmaStage::stage_change::PictureBossMagma::raw,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,fixed_transition,fixed_transition,PictureBossMagma,,obj30,Painting to Cookatiel Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,fixed,Fixed vanilla painting transition to RevengeBossMagmaStage; not part of entrance or painting randomization.
PeachWorldPictureBossMagmaStage::entrance::PictureBossMagma::home_in,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,home_entrance,EntranceDB:excluded,PictureBossMagma,home_in,obj30,Home entrance: PictureBossMagma,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeBossMagmaStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossMagmaStage::entrance::PictureBossMagma::home_out,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,home_entrance,EntranceDB:excluded,PictureBossMagma,home_out,obj30,Home return: PictureBossMagma,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeBossMagmaStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossMagmaStage::stage_change::BossMagmaA::raw,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,stage_change,StageData,BossMagmaA,raw,obj25,Stage Change BossMagmaA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PeachWorldHomeStage.
PeachWorldPictureBossMagmaStage::start,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldPictureBossMagmaStage::entrance::BossMagmaA::sub_far,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,substage_entrance,EntranceDB,BossMagmaA,sub_far,obj25,Substage far side: BossMagmaA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureBossMagmaStage::entrance::BossMagmaA::sub_near,Mushroom Kingdom,PeachWorldPictureBossMagmaStage,Painting Room: Cookatiel,subarea,substage_entrance,EntranceDB,BossMagmaA,sub_near,obj25,Substage near side: BossMagmaA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureBossRaidStage::stage_change::PictureBossRaid::raw,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,fixed_transition,fixed_transition,PictureBossRaid,,obj30,Painting to Lord of Lightning Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,fixed,Fixed vanilla painting transition to RevengeBossRaidStage; not part of entrance or painting randomization.
PeachWorldPictureBossRaidStage::entrance::PictureBossRaid::home_in,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,home_entrance,EntranceDB:excluded,PictureBossRaid,home_in,obj30,Home entrance: PictureBossRaid,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeBossRaidStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossRaidStage::entrance::PictureBossRaid::home_out,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,home_entrance,EntranceDB:excluded,PictureBossRaid,home_out,obj30,Home return: PictureBossRaid,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeBossRaidStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureBossRaidStage::stage_change::BossRaidA::raw,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,stage_change,StageData,BossRaidA,raw,obj32,Stage Change BossRaidA,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=PeachWorldHomeStage.
PeachWorldPictureBossRaidStage::stage_change::BossRaidB::raw,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,stage_change,StageData,BossRaidB,raw,obj31,Stage Change BossRaidB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=PeachWorldHomeStage.
PeachWorldPictureBossRaidStage::start,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldPictureBossRaidStage::entrance::BossRaidA::sub_near,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,substage_entrance,EntranceDB,BossRaidA,sub_near,obj32,Substage near side: BossRaidA,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
PeachWorldPictureBossRaidStage::entrance::BossRaidB::sub_far,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,substage_entrance,EntranceDB,BossRaidB,sub_far,obj31,Substage far side: BossRaidB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
PeachWorldPictureGiantWanderBossStage::stage_change::PictureGiantWanderBoss::raw,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,fixed_transition,fixed_transition,PictureGiantWanderBoss,,obj30,Painting to Mollusque-Lanceur Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,fixed,Fixed vanilla painting transition to RevengeGiantWanderBossStage; not part of entrance or painting randomization.
PeachWorldPictureGiantWanderBossStage::entrance::PictureGiantWanderBoss::home_in,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,home_entrance,EntranceDB:excluded,PictureGiantWanderBoss,home_in,obj30,Home entrance: PictureGiantWanderBoss,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeGiantWanderBossStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureGiantWanderBossStage::entrance::PictureGiantWanderBoss::home_out,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,home_entrance,EntranceDB:excluded,PictureGiantWanderBoss,home_out,obj30,Home return: PictureGiantWanderBoss,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeGiantWanderBossStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureGiantWanderBossStage::stage_change::GiantWanderBossA::raw,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,stage_change,StageData,GiantWanderBossA,raw,obj32,Stage Change GiantWanderBossA,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=PeachWorldHomeStage.
PeachWorldPictureGiantWanderBossStage::stage_change::GiantWanderBossB::raw,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,stage_change,StageData,GiantWanderBossB,raw,obj31,Stage Change GiantWanderBossB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=DokanStageChange. Target=PeachWorldHomeStage.
PeachWorldPictureGiantWanderBossStage::start,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldPictureGiantWanderBossStage::entrance::GiantWanderBossA::sub_near,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,substage_entrance,EntranceDB,GiantWanderBossA,sub_near,obj32,Substage near side: GiantWanderBossA,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
PeachWorldPictureGiantWanderBossStage::entrance::GiantWanderBossB::sub_far,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,substage_entrance,EntranceDB,GiantWanderBossB,sub_far,obj31,Substage far side: GiantWanderBossB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.
PeachWorldPictureMofumofuStage::stage_change::PictureMofumofu::raw,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,fixed_transition,fixed_transition,PictureMofumofu,,obj30,Painting to Mechawiggler Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,fixed,Fixed vanilla painting transition to RevengeMofumofuStage; not part of entrance or painting randomization.
PeachWorldPictureMofumofuStage::entrance::PictureMofumofu::home_in,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,home_entrance,EntranceDB:excluded,PictureMofumofu,home_in,obj30,Home entrance: PictureMofumofu,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeMofumofuStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureMofumofuStage::entrance::PictureMofumofu::home_out,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,home_entrance,EntranceDB:excluded,PictureMofumofu,home_out,obj30,Home return: PictureMofumofu,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Links to RevengeMofumofuStage. StageData anchor UnitConfigName=PictureStageChange.
PeachWorldPictureMofumofuStage::stage_change::MofumofuA::raw,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,stage_change,StageData,MofumofuA,raw,obj25,Stage Change MofumofuA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PeachWorldHomeStage.
PeachWorldPictureMofumofuStage::start,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldPictureMofumofuStage::entrance::MofumofuA::sub_far,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,substage_entrance,EntranceDB,MofumofuA,sub_far,obj25,Substage far side: MofumofuA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldPictureMofumofuStage::entrance::MofumofuA::sub_near,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,substage_entrance,EntranceDB,MofumofuA,sub_near,obj25,Substage near side: MofumofuA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldShopStage::stage_change::PeachWorldShopA::raw,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,stage_change,StageData,PeachWorldShopA,raw,obj6,Stage Change PeachWorldShopA,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=ChangeStageArea. Target=PeachWorldHomeStage.
PeachWorldShopStage::start,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
PeachWorldShopStage::entrance::PeachWorldShopA::sub_far,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,PeachWorldShopA,sub_far,obj6,Substage far side: PeachWorldShopA,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
PeachWorldShopStage::entrance::PeachWorldShopA::sub_near,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,PeachWorldShopA,sub_near,obj6,Substage near side: PeachWorldShopA,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,generated,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.
RevengeBossKnuckleStage::stage_change::PictureBossKnuckle::raw,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,stage_change,StageData,PictureBossKnuckle,raw,obj203,Stage Change PictureBossKnuckle,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=MissRestartArea. Target=PeachWorldPictureBossKnuckleStage.
RevengeBossKnuckleStage::start,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RevengeBossKnuckleStage::entrance::PictureBossKnuckle::sub_far,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossKnuckle,sub_far,obj203,Substage far side: PictureBossKnuckle,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossKnuckleStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeBossKnuckleStage::entrance::PictureBossKnuckle::sub_near,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossKnuckle,sub_near,obj203,Substage near side: PictureBossKnuckle,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossKnuckleStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeBossMagmaStage::stage_change::PictureBossMagma::raw,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,stage_change,StageData,PictureBossMagma,raw,obj5970,Stage Change PictureBossMagma,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=MissRestartArea. Target=PeachWorldPictureBossMagmaStage.
RevengeBossMagmaStage::stage_change::start::raw,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,stage_change,StageData,start,raw,obj2,Stage Change start,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=PlayerActorHakoniwa.
RevengeBossMagmaStage::start,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RevengeBossMagmaStage::entrance::PictureBossMagma::sub_far,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossMagma,sub_far,obj5970,Substage far side: PictureBossMagma,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossMagmaStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeBossMagmaStage::entrance::PictureBossMagma::sub_near,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossMagma,sub_near,obj5970,Substage near side: PictureBossMagma,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossMagmaStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeBossRaidStage::stage_change::PictureBossRaid::raw,Mushroom Kingdom,RevengeBossRaidStage,Lord of Lightning Boss Re-fight,subarea,stage_change,StageData,PictureBossRaid,raw,obj299,Stage Change PictureBossRaid,0.000,50.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=MissRestartArea. Target=PeachWorldPictureBossRaidStage.
RevengeBossRaidStage::start,Mushroom Kingdom,RevengeBossRaidStage,Lord of Lightning Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RevengeBossRaidStage::entrance::PictureBossRaid::sub_far,Mushroom Kingdom,RevengeBossRaidStage,Lord of Lightning Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossRaid,sub_far,obj299,Substage far side: PictureBossRaid,0.000,50.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossRaidStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeBossRaidStage::entrance::PictureBossRaid::sub_near,Mushroom Kingdom,RevengeBossRaidStage,Lord of Lightning Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossRaid,sub_near,obj299,Substage near side: PictureBossRaid,0.000,50.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossRaidStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeForestBossStage::stage_change::PictureBossForest::raw,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,stage_change,StageData,PictureBossForest,raw,obj561,Stage Change PictureBossForest,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=MissRestartArea. Target=PeachWorldPictureBossForestStage.
RevengeForestBossStage::start,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RevengeForestBossStage::entrance::PictureBossForest::sub_far,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossForest,sub_far,obj561,Substage far side: PictureBossForest,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossForestStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeForestBossStage::entrance::PictureBossForest::sub_near,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureBossForest,sub_near,obj561,Substage near side: PictureBossForest,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureBossForestStage. StageData anchor UnitConfigName=MissRestartArea.
RevengeGiantWanderBossStage::stage_change::PictureGiantWanderBoss::raw,Mushroom Kingdom,RevengeGiantWanderBossStage,Mollusque-Lanceur Boss Re-fight,subarea,stage_change,StageData,PictureGiantWanderBoss,raw,obj2710,Stage Change PictureGiantWanderBoss,-250.000,1550.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,needs_name,Raw UnitConfigName=MissRestartArea. Target=PeachWorldPictureGiantWanderBossStage.
RevengeGiantWanderBossStage::start,Mushroom Kingdom,RevengeGiantWanderBossStage,Mollusque-Lanceur Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,seed,Rename or split if this stage has multiple meaningful starts.
RevengeGiantWanderBossStage::entrance::PictureGiantWanderBoss::sub_far,Mushroom Kingdom,RevengeGiantWanderBossStage,Mollusque-Lanceur Boss Re-fight,subarea,substage_entrance,EntranceDB:excluded,PictureGiantWanderBoss,sub_far,obj2710,Substage far side: PictureGiantWanderBoss,-250.000,1550.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,excluded,Connected from PeachWorldPictureGiantWanderBossStage. StageData anchor UnitConfigName=MissRestartArea.
