moon_id,kingdom,stage,stage_display_name,area_scope,moon_name,runtime_shine_key,obj_id,uid,flags,from_node_id,state_requirement_expr,requirement_expr,world_peace_token,moon_rock_token,access_type,effort_level,effort_notes,status,legacy_requirement_notes,placement_found,placement_unit_config_names,placement_layer_config_names,placement_scenario_no_values,scenario_move_to,placement_stage_map_indices,placement_quest_no_values,placement_shine_optional_ids,placement_change_stage_ids,placement_x,placement_y,placement_z,placement_source_archives,placement_source_files,placement_count,shine_info_hint_idx,shine_info_main_scenario_no,shine_info_progress_bit_flag,shine_info_is_grand,shine_info_is_moon_rock,shine_info_available_scenarios,shine_info_object_name,shine_info_scenario_name,notes
SeaWorldDamageBallZone:60:439,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,The Seal Above the Canyon,SeaWorldDamageBallZone:60:439,60,439,ShineFlag_Story,SeaWorldDamageBallZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,L,-1,,1;2;3,0,None,,10205.025,3900.139,-167.767,SeaWorldDamageBallZoneMap.szs;ShineInfo.szs,SeaWorldDamageBallZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,3,3,0,15,false,false,1;2;3;4,ケージ(シャイン)_シャイン【2m置き】,峡谷の封印,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldLavaZone:168:440,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,The Hot Spring Seal,SeaWorldLavaZone:168:440,168,440,ShineFlag_Story,SeaWorldLavaZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,Common,-1,,1;10;11;12;13;14;2;3;4;5;6;7;8;9,0,None,,13606.497,1100.000,-25575.736,SeaWorldLavaZoneMap.szs;ShineInfo.szs,SeaWorldLavaZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,14,2,0,63,false,false,1;2;3;4;5;6,ケージ(シャイン)_シャイン【2m置き】,温泉の封印,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldLighthouseZone:16:441,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,The Lighthouse Seal,SeaWorldLighthouseZone:16:441,16,441,ShineFlag_Story,SeaWorldLighthouseZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,L,-1,,1;2;3,0,None,,-17650.000,4550.139,-20450.000,SeaWorldLighthouseZoneMap.szs;ShineInfo.szs,SeaWorldLighthouseZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,3,1,0,15,false,false,1;2;3;4,ケージ(シャイン)_シャイン【2m置き】,灯台の封印,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:1593:442,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Taking Notes: Ocean Surface Dash,SeaWorldHomeStage:1593:442,1593,442,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-15000.000,663.622,-7200.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,23,-1,15,false,false,1;2;3;4,音符オブジェ(1つ目),海面ダッシュで 音符集め,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:1863:443,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,"Good Job, Captain Toad!",SeaWorldHomeStage:1863:443,1863,443,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,8650.000,5450.000,1600.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,15,-1,15,false,false,1;2;3;4,キノピオ隊長,おつかれさま！ キノピオ隊長,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2079:444,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,The Back Canyon: Excavate!,SeaWorldHomeStage:2079:444,2079,444,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,20223.301,2250.000,-1838.480,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,18,-1,63,false,false,1;2;3;4;5;6,ここ掘れポイント,発掘！ 峡谷の裏,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2394:445,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Under a Dangerous Ceiling,SeaWorldHomeStage:2394:445,2394,445,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,6600.000,-1050.000,-29000.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,14,-1,63,false,false,1;2;3;4;5;6,ここ掘れポイント,危ない天井の下で,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldDamageBallZone:144:446,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Love by the Seaside,SeaWorldDamageBallZone:144:446,144,446,ShineFlag_None,SeaWorldDamageBallZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-7447.449,3124.360,8484.705,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,38,-1,15,false,false,1;2;3;4,ガールクリボー,海辺のガールフレンド,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldLongReefZone:238:447,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,What the Waves Left Behind,SeaWorldLongReefZone:238:447,238,447,ShineFlag_None,SeaWorldLongReefZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,28100.000,900.000,-27500.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,25,-1,63,false,false,1;2;3;4;5;6,ここ掘れポイント,波の忘れもの,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldCoveCaveZone:76:448,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Treasure Trap Hidden in the Inlet,SeaWorldCoveCaveZone:76:448,76,448,ShineFlag_None,SeaWorldCoveCaveZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-18000.000,400.000,3900.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,19,-1,15,false,false,1;2;3;4,順序宝箱,入り江にひそむ 宝箱のワナ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:1558:449,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,On the Cliff Overlooking the Beach,SeaWorldHomeStage:1558:449,1558,449,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,L,-1,,0;1;2;3,-1,None,,650.000,3750.000,3500.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,11,-1,15,false,false,1;2;3;4,シャイン【2m置き】,浜辺を臨む ガケの上,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2097:450,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Underwater Highway Tunnel,SeaWorldHomeStage:2097:450,2097,450,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,L,-1,,0;1;2;3,-1,None,,-20950.000,-3850.000,-24450.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,6,-1,15,false,false,1;2;3;4,シャイン,水中ハイウェイのトンネル,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2112:451,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Shh! It's a Shortcut!,SeaWorldHomeStage:2112:451,2112,451,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,L,-1,,0;1;2;3,-1,None,,7100.000,-1741.731,-26200.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,69,-1,15,false,false,1;2;3;4,シャイン,抜け道を泳げば,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2248:452,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,"Bonjour, Dorrie!",SeaWorldHomeStage:2248:452,2248,452,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,J,-1,,1;2;3,-1,None,,-20950.000,2700.000,-21400.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,3,42,-1,14,false,false,2;3;4,シャイン,ボンジュール ドッシー,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2268:453,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,"Merci, Dorrie!",SeaWorldHomeStage:2268:453,2268,453,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,L,-1,,0;1;2;3,-1,None,,13400.000,-175.000,-31950.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,5,-1,15,false,false,1;2;3;4,シャイン,メルシー ドッシー,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldBottomHollowZone:38:454,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Moon Shards in the Sea,SeaWorldBottomHollowZone:38:454,38,454,ShineFlag_None,SeaWorldBottomHollowZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,10566.195,-11650.000,11946.786,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,20,-1,15,false,false,1;2;3;4,シャインチップ全取得監視者,集めて！ 海のムーンチップ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldWallCaveCenterZone:4:455,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Ride the Jetstream,SeaWorldWallCaveCenterZone:4:455,4,455,ShineFlag_None,SeaWorldWallCaveCenterZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,L,-1,,0;1;2;3,-1,None,,-7500.000,2850.000,400.000,SeaWorldWallCaveCenterZoneMap.szs;ShineInfo.szs,SeaWorldWallCaveCenterZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,12,-1,15,false,false,1;2;3;4,シャイン,風穴を上がって,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldSphinxQuizZone:11:457,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Ocean Quiz: Good!,SeaWorldSphinxQuizZone:11:457,11,457,ShineFlag_None,SeaWorldSphinxQuizZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,1200.000,-13300.000,-64300.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,16,-1,47,false,false,1;2;3;4;6,スフィンクスクイズ,でかした！ 海のクイズ大正解,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldSphinxQuizZone:81:458,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Gap in the Ocean Trench,SeaWorldSphinxQuizZone:81:458,81,458,ShineFlag_None,SeaWorldSphinxQuizZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,L,-1,,0;1;2;3,-1,None,,1350.000,-6550.000,-34450.000,SeaWorldSphinxQuizZoneMap.szs;ShineInfo.szs,SeaWorldSphinxQuizZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,8,-1,15,false,false,1;2;3;4,シャイン【2m置き】,大海溝のスキマ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldUtsuboDenZone:68:459,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Slip Through the Nesting Spot,SeaWorldUtsuboDenZone:68:459,68,459,ShineFlag_None,SeaWorldUtsuboDenZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,L,-1,,0;1;2;3,-1,None,,19155.635,-1900.000,-32675.736,SeaWorldUtsuboDenZoneMap.szs;ShineInfo.szs,SeaWorldUtsuboDenZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,9,-1,15,false,false,1;2;3;4,シャイン【2m置き】,ねぐらを すり抜けて,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:1622:460,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Shopping in Bubblaine,SeaWorldHomeStage:1622:460,1622,460,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,Common,-1,,10;11;12;13;14;6;7;8;9,-1,None,,-20050.000,875.000,-1750.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,9,24,-1,63,false,false,1;2;3;4;5;6,ショップ店員,シュワシュワーナで お買い物,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:1955:464,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Secret Path to Bubblaine!,SeaWorldHomeStage:1955:464,1955,464,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,TreasureBox,L,,,0;1;2;3,,WorldWarpHoleShine,,-21250.000,4950.000,-1550.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,70,-1,15,false,false,1;2;3;4,宝箱,ようこそ！ シュワシュワーナ！,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorld2DLargeZone:13:466,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Ocean-Bottom Maze: Treasure,SeaWorld2DLargeZone:13:466,13,466,ShineFlag_None,SeaWorld2DLargeZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineDot,L,,,0;1;2;3,,None,,-7600.000,-1000.000,-19200.000,SeaWorld2DLargeZoneMap.szs;ShineInfo.szs,SeaWorld2DLargeZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,7,-1,15,false,false,1;2;3;4,シャインドット_2D,海底迷宮の宝,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorld2DLargeZone:365:467,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Ocean-Bottom Maze: Hidden Room,SeaWorld2DLargeZone:365:467,365,467,ShineFlag_None,SeaWorld2DLargeZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineDot,L,,,0;1;2;3,,None,,-6400.000,-1000.000,-18500.000,SeaWorld2DLargeZoneMap.szs;ShineInfo.szs,SeaWorld2DLargeZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,10,-1,15,false,false,1;2;3;4,シャインドット_2D,海底迷宮の かくし部屋,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorld2DSmallZone:18:468,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Seaside Kingdom Time Challenge 1,SeaWorld2DSmallZone:18:468,18,468,ShineFlag_None,SeaWorld2DSmallZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineDot,L,,,0;1;2;3,,TimerAthleticShine,,15750.000,-3350.000,-21100.000,SeaWorld2DSmallZoneMap.szs;ShineInfo.szs,SeaWorld2DSmallZoneMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,4,17,-1,15,false,false,1;2;3;4,シャインドット_2D,海の国で チクタク・アスレチック １,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2255:471,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Found on the Beach! Good Dog!,SeaWorldHomeStage:2255:471,2255,471,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-7000.000,593.769,-2350.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,45,-1,14,false,false,2;3;4,忠犬専用ここ掘れポイント,ビーチで 見つけたワン！,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldBeachVolleyBallZone:357:472,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Beach Valleyball: Champ,SeaWorldBeachVolleyBallZone:357:472,357,472,ShineFlag_None,SeaWorldBeachVolleyBallZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-7696.929,1325.000,11785.658,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,44,-1,14,false,false,2;3;4,バレーボールＮＰＣ,モーレツ！ ビーチバレー,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldBeachVolleyBallZone:385:473,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Beach Valleyball: Hero of the Beach!,SeaWorldBeachVolleyBallZone:385:473,385,473,ShineFlag_None,SeaWorldBeachVolleyBallZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-7696.929,1325.000,11785.658,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,47,-1,14,false,false,2;3;4,バレーボールＮＰＣ,ゲキレツ！ ビーチバレー,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldUnderGlassZone:345:474,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Lighthouse Leaper,SeaWorldUnderGlassZone:345:474,345,474,ShineFlag_None,SeaWorldUnderGlassZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,-2000.000,1162.176,-40650.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,46,-1,46,false,false,2;3;4;6,海の民,シュワシュワーナの空を舞う！,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldUnderGlassZone:384:475,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Caught Hopping at Glass Palace,SeaWorldUnderGlassZone:384:475,384,475,ShineFlag_Extra,SeaWorldUnderGlassZone::start,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,0.000,1201.905,-42950.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,61,-1,8,false,true,4,ウサギ,グラス宮殿で つかまえたピョン！,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:1665:476,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Underwater Highway West: Explore!,SeaWorldHomeStage:1665:476,1665,476,ShineFlag_Extra,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddByRockAddHeight,D,-1,,3,-1,None,,-17700.000,-1550.000,-27900.000,SeaWorldHomeStageMap.szs;ShineInfo.szs,SeaWorldHomeStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,52,-1,8,false,true,4,シャイン【月の石追加版2m】,探検！ 水中ハイウェイ 西,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldHomeStage:2558:477,Seaside Kingdom,SeaWorldHomeStage,Seaside Kingdom,overworld,Peach in the Seaside Kingdom,SeaWorldHomeStage:2558:477,2558,477,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,,,,,,,,,150.000,6825.210,-20550.000,ShineInfo.szs,ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,48,-1,12,false,false,3;4,世界旅行ピーチ,海の国で ピーチ姫,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
WaterValleyExStage:800:478,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,Fly Through the Narrow Valley,WaterValleyExStage:800:478,800,478,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,850.000,-8500.000,-40550.000,WaterValleyExStageMap.szs;ShineInfo.szs,WaterValleyExStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,15,34,-1,15,false,false,1;2;3;4,シャイン【2m置き】,毒の谷を とび越えて,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
WaterValleyExStage:1125:479,Seaside Kingdom,WaterValleyExStage,Flying Through the Narrow Valley,subarea,Treasure Chest in the Narrow Valley,WaterValleyExStage:1125:479,1125,479,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,TreasureBox,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,None,,900.000,1400.000,-40000.000,WaterValleyExStageMap.szs;ShineInfo.szs,WaterValleyExStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,15,40,-1,15,false,false,1;2;3;4,宝箱,毒の谷の宝箱,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SenobiTowerExStage:131:481,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,Stretch on the Side Path,SenobiTowerExStage:131:481,131,481,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,Scenario1,-1,,0,-1,None,,-5600.000,7500.000,-8950.000,SenobiTowerExStageMap.szs;ShineInfo.szs,SenobiTowerExStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,41,-1,15,false,false,1;2;3;4,シャイン,わき道を 背のびして,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SenobiTowerExStage:162:482,Seaside Kingdom,SenobiTowerExStage,Stretching Up the Sinking Island,subarea,Hurry and Stretch,SenobiTowerExStage:162:482,162,482,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,Shine,Scenario1,-1,,0,-1,None,,-8850.000,8500.000,-11350.000,SenobiTowerExStageMap.szs;ShineInfo.szs,SenobiTowerExStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,1,35,-1,15,false,false,1;2;3;4,シャイン,いそいで 背のびして,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
SeaWorldSecretStage:13:483,Seaside Kingdom,SeaWorldSecretStage,Sphynx Treasure Vault,subarea,The Sphynx's Underwater Vault,SeaWorldSecretStage:13:483,13,483,ShineFlag_None,,,,WorldPeace_Seaside,MoonRockActive_Seaside,primary,unrated,,todo,,true,TreasureBox,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,None,,0.000,125.000,-200.000,SeaWorldSecretStageMap.szs;ShineInfo.szs,SeaWorldSecretStageMap.byml;ShineList_SeaWorldHomeStage.byml;ShinePosList.byml,15,29,-1,15,false,false,1;2;3;4,宝箱,スフィン・クイズの水没倉庫,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
