stage,point_type,identifier,target_stage,obj_id,unit_config_name,x,y,z,scenario_indices,source_archive,source_file
SandWorldHomeStage,stage_change,biru,SandWorldRotateExStage,obj446,BazookaElectric,18954.480,-350.000,-14175.773,0;1;2;3;4;7;8;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,anki2,,obj1582,DokanStageChange,-16100.000,-1658.563,250.000,0;1;2;3;4;7;8;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,arijigoku2,SandWorldPressExStage,obj2160,DokanStageChange,-2600.000,200.000,-33050.000,0;1;2;3;4;7;8;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,run00,SandWorldSphinxExStage,obj2550,DokanStageChange,-1065.000,-1700.000,-37365.000,0;1;2;3;4;7;8;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,bar1,SandWorldShopStage,obj2555,DoorWarpStageChange,23055.000,-2420.000,-11315.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,town,SandWorldSlotStage,obj2738,DoorWarpStageChange,21005.000,-1925.000,-14095.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,arijigoku1,SandWorldPressExStage,obj3153,DokanStageChange,-5850.000,-900.000,-19350.000,0;1;2;3;4;7;8;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,doukutu2,SandWorldKillerExStage,obj3279,DokanStageChange,-32050.000,100.000,11550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,Come,,obj3386,WorldWarpHole,21550.000,5600.000,7500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,Go,,obj3464,WorldWarpHole,-11459.723,-1300.000,-27883.129,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,abc,SandWorldCostumeStage,obj3981,DoorWarpStageChange,17020.000,-1750.000,-9978.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,shindo,SandWorldVibrationStage,obj6205,DokanStageChange,19150.000,-1240.000,-10600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,meganelift01,MeganeLiftExStage,obj3992,DokanStageChange,27250.000,-1678.228,-11050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,rocket,RocketFlowerExStage,obj4239,DokanStageChange,3200.000,-1020.428,-11900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,EX_2DHosui,WaterTubeExStage,obj4240,DokanStageChange,-21899.996,72.858,-35750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,meganelift02,MeganeLiftExStage,obj3993,DokanStageChange,28100.000,-2000.000,-11600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,EX_2DHosui_Exit,WaterTubeExStage,obj4241,DokanStageChange,-21900.000,82.871,-35200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,Under01,SandWorldUnderground000Stage,obj2949,DokanStageChange,-18100.000,-511.473,-23400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,icestart,SandWorldUnderground000Stage,obj2904,ChangeStageArea,-23450.000,-11250.000,-25200.000,1;2;3;4;5;6;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,pyramid04,SandWorldPyramid001Stage,obj3556,ChangeStageArea,-23450.000,9600.000,-23200.000,1;2;3;4;5;6;9,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,start,SandWorldUnderground001Stage,obj3172,ChangeStageArea,-26100.000,-9250.000,-12800.000,2;3;4;5;6,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,pyramid01,SandWorldPyramid000Stage,obj3513,ChangeStageArea,-23500.000,4650.000,-26150.000,2;3;4,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,Out,SandWorldUnderground001Stage,obj3176,DokanStageChange,-26200.000,-2291.096,-11850.000,2;3;4,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,start,SandWorldHomeStage,obj1432,ShineGrand,-23450.000,11575.000,-25300.000,3;4,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,SandWorldRacemanStart,,obj6211,PlayerStartObjNoLink,-30950.000,-1486.973,10700.000,3;4,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,MoonRock,,obj3428,PlayerStartObjNoLink,14000.000,-1057.148,-4099.999,4,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldHomeStage,stage_change,SandWorldRacemanStart,,obj6212,PlayerStartObjNoLink,-33092.598,100.000,11737.973,6,SandWorldHomeStageMap.szs,SandWorldHomeStageMap.byml
SandWorldUnderground001Stage,stage_change,Yadokari00,SandWorldUnderground000Stage,obj149,ChangeStageArea,0.000,2000.000,24250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SandWorldUnderground001StageMap.szs,SandWorldUnderground001StageMap.byml
SandWorldUnderground001Stage,stage_change,start,SandWorldHomeStage,obj9,ShineGrand,0.000,300.000,-650.000,2;3;4;5;6,SandWorldUnderground001StageMap.szs,SandWorldUnderground001StageMap.byml
SandWorldUnderground001Stage,stage_change,start,,obj246,PlayerActorHakoniwa,0.000,0.000,-700.000,2;3;4;5;6,SandWorldUnderground001StageMap.szs,SandWorldUnderground001StageMap.byml
SandWorldUnderground001Stage,stage_change,start,,obj140,PlayerStartObjNoLink,0.000,4000.000,-700.000,2;3;4;5;6,SandWorldUnderground001StageMap.szs,SandWorldUnderground001StageMap.byml
SandWorldUnderground001Stage,stage_change,Out,SandWorldHomeStage,obj143,DokanStageChange,0.000,0.000,-3950.000,2;3;4;5;6,SandWorldUnderground001StageMap.szs,SandWorldUnderground001StageMap.byml
SeaWorldHomeStage,checkpoint,obj1524,,obj1524,CheckpointFlag,-15000.000,550.000,-4500.000,0;1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,checkpoint,obj1866,,obj1866,CheckpointFlag,14000.000,750.000,-4800.000,0;1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,checkpoint,obj2264,,obj2264,CheckpointFlag,-11900.000,-1550.000,-31800.000,0;1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,checkpoint,obj2266,,obj2266,CheckpointFlag,10600.000,-1550.000,-31600.000,0;1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,checkpoint,obj2621,,obj2621,CheckpointFlag,-21750.000,4950.000,-1050.000,0;1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,StartPoint,,obj252,PlayerActorHakoniwa,0.000,752.057,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,CostumeEventSeaWorld,SeaWorldCostumeStage,obj1385,DoorWarpStageChange,-15000.000,550.000,-2300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,Come,,obj1672,WorldWarpHole,-20750.000,5250.000,-550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,Go,,obj2055,WorldWarpHole,0.000,3500.000,-20700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,SeaWorldEX2,CloudExStage,obj2080,BazookaElectric,-11800.000,1945.786,-2300.000,0;1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,GiantWanderBoss,,obj2562,PlayerStartObjNoLink,0.000,752.057,0.000,0,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,shindo_Lv2,SeaWorldVibrationStage,obj3018,DokanStageChange,-3000.000,975.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,SeaWorldMoonEX2,TogezoRotateExStage,obj2372,DokanStageChange,-20950.000,-750.000,-24450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,SeaWorldMoonEX1a,ReflectBombExStage,obj2629,DokanStageChange,15500.000,-1035.000,-12300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,SeaWorldMoonEX1b,ReflectBombExStage,obj2630,DokanStageChange,15500.000,-1150.000,-11700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,StartPoint,SeaWorldHomeStage,obj1277,ShineGrand,0.000,7112.500,-20950.000,1;2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,SeaWorldRacemanStart,,obj2804,PlayerStartObjNoLink,7350.000,550.000,-28900.000,2;3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,MoonRock,,obj1374,PlayerStartObjNoLink,-13624.265,543.526,-5075.736,3,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SeaWorldHomeStage,stage_change,SeaWorldRacemanStart,,obj2788,PlayerStartObjNoLink,600.000,-6549.001,-30799.996,4,SeaWorldHomeStageMap.szs,SeaWorldHomeStageMap.byml
SkyWorldCastleZone,stage_change,sora001,SkyWorldCloudBonusExStage,obj2352,ChangeStageArea,-9850.000,16350.000,-6750.000,0;1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,checkpoint,obj1392,,obj1392,CheckpointFlag,-3200.000,0.000,8150.000,0;1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,checkpoint,obj1888,,obj1888,CheckpointFlag,-3200.000,-500.000,18350.000,0;1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,checkpoint,obj1890,,obj1890,CheckpointFlag,-4650.000,3850.000,-3150.000,0;1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,checkpoint,obj1891,,obj1891,CheckpointFlag,-3220.000,13614.999,-10709.883,0;1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,checkpoint,obj2134,,obj2134,CheckpointFlag,-2500.000,9750.000,-7150.000,0;1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,Patakaron02,KaronWingTowerStage,obj9903768,DokanStageChange,-19770.000,3709.675,1770.000,0;1;2;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,shop_dress,SkyWorldTreasureStage,obj9906155,DokanStageChange,400.000,11500.000,-6175.000,0;6;7;8;9;10;11;12;13;14,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun000_enter,TsukkunRotateExStage,obj9906463,DokanStageChange,-8400.000,10900.000,-7150.000,0;6;7;8;9;10;11;12;13;14,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun000_exit,TsukkunRotateExStage,obj9904067,DokanStageChange,-7650.000,10900.000,-6600.000,0;6;7;8;9;10;11;12;13;14,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun001_enter,TsukkunClimbExStage,obj9903040,DokanStageChange,18105.000,3709.675,1762.000,0;1;2;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun001_exit,TsukkunClimbExStage,obj9904008,DokanStageChange,18280.000,3709.675,1100.000,0;1;2;4;5;6;7;8;9;10;11;12;13;14,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,shop_dress,SkyWorldTreasureStage,obj6155,ChangeStageArea,-100.000,11500.000,-6150.000,1;2;3;4;5,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun000_enter,TsukkunRotateExStage,obj6463,ChangeStageArea,-8167.083,10822.461,-8167.083,1;2;3;4;5,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,checkpoint,obj6423,,obj6423,CheckpointFlag,-3150.000,25104.000,-40850.000,1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,start,SkyWorldHomeStage,obj3819,ShineGrand,-3100.000,25400.000,-43850.000,1;2;3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun000_exit,TsukkunRotateExStage,obj4067,DokanStageChange,-7450.000,10900.000,-6800.000,1;2;3;4;5,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,jizo01,JizoSwitchExStage,obj6474,DokanStageChange,-4550.000,25100.000,-40950.000,1;2;3;4;5,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,jizo02,JizoSwitchExStage,obj6475,DokanStageChange,-4150.000,25100.000,-41600.000,1;2;3;4;5,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun001_enter,TsukkunClimbExStage,obj3040,DokanStageChange,18105.000,3709.675,1762.000,3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,Patakaron02,KaronWingTowerStage,obj3768,DokanStageChange,-19770.000,3709.675,1770.000,3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,tukkun001_exit,TsukkunClimbExStage,obj4008,DokanStageChange,18280.000,3709.675,1100.000,3,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldCastleZone,stage_change,SkyStart1,,obj6753,PlayerStartObjNoLink,-3200.000,13900.000,-15050.000,5,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml
SkyWorldHomeStage,stage_change,shop,SkyWorldShopStage,obj1249,ChangeStageArea,-29150.000,21750.000,-32350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,checkpoint,obj1626,,obj1626,CheckpointFlag,-26500.000,6850.000,21950.000,0;1;2;3,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,checkpoint,obj1726,,obj1726,CheckpointFlag,-55777.672,3600.000,27343.816,0;1;2;3,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,checkpoint,obj2028,,obj2028,CheckpointFlag,-27800.000,21778.000,-30900.000,0;1;2;3,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,checkpoint,obj2697,,obj2697,CheckpointFlag,19450.000,42500.000,20650.000,0;1;2;3,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,stage_change,Go,,obj1399,WorldWarpHole,2610.000,28350.000,-38870.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,stage_change,Come,,obj1400,WorldWarpHole,19950.000,42500.000,21200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,stage_change,byoubu,SkyWorldCostumeStage,obj2583,DoorWarpStageChange,-29151.617,21770.000,-32900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,stage_change,MoonRock,,obj1378,PlayerStartObjNoLink,14650.000,28900.000,-45000.000,2;3,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SkyWorldHomeStage,stage_change,SkyStart1,,obj2719,PlayerStartObjNoLink,29158.582,42331.621,-60132.844,2;3,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_IceWaterDash,IceWaterDashExStage,obj681,ChangeStageArea,-5350.000,1400.000,2200.000,0;1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,SnowUGEnt,SnowWorldTownStage,obj1058,ChangeStageArea,-950.000,-5300.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,ByugoPuzzle,ByugoPuzzleExStage,obj1095,ChangeStageArea,-3146.625,2000.000,9439.876,0;1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,checkpoint,obj1066,,obj1066,CheckpointFlag,-1343.503,1900.000,-1131.371,0;1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,checkpoint,obj1387,,obj1387,CheckpointFlag,-7800.000,6360.003,11950.000,0;1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,Come,,obj575,WorldWarpHole,-8850.000,6360.005,11650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,Go,,obj577,WorldWarpHole,12900.000,5450.000,-4300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_IceWater,IceWaterBlockExStage,obj774,DoorAreaChangeCap,3995.153,1600.000,4914.392,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,SnowUGExit,SnowWorldTownStage,obj1060,DokanStageChange,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_IceWater_Exit,IceWaterBlockExStage,obj1094,DokanStageChange,3800.000,1350.000,4200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_IceWaterDash_Exit,TestShirai011Stage,obj1106,DokanStageChange,-5250.000,2100.000,2200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_RailCol2,KillerRailCollisionExStage,obj1430,DokanStageChange,1250.000,1525.000,-3050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_RailCol2_Exit,KillerRailCollisionExStage,obj1429,DokanStageChange,800.000,1306.736,-2350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,FigureWalker,IceWalkerExStage,obj9900673,DokanStageChange,7000.000,1500.000,-2850.000,0;1;2;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,MoonRace,SnowWorldLobbyExStage,obj9901411,DokanStageChange,9950.000,2050.000,-5800.000,0;1;2;4;5;6;7;8;9;10;11;12;13;14,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,FigureWalker,IceWalkerExStage,obj673,ChangeStageArea,6752.870,1450.000,-2580.940,1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,EX_SkyBonus,SnowWorldCloudBonusExStage,obj1104,ChangeStageArea,3100.000,9600.000,5050.000,1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,checkpoint,obj1440,,obj1440,CheckpointFlag,7850.000,1341.288,-3700.000,1;2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,RaceStart,,obj1354,PlayerStartObjNoLink,-7636.753,3070.000,-5303.301,2;3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,MoonRace,SnowWorldLobbyExStage,obj1411,ChangeStageArea,10308.579,2000.000,-6167.009,3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,MoonRock,,obj583,PlayerStartObjNoLink,9652.008,2059.999,-5480.077,3,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldHomeStage,stage_change,RaceStart,,obj1355,PlayerStartObjNoLink,-7566.042,3070.000,-5232.590,5,SnowWorldHomeStageMap.szs,SnowWorldHomeStageMap.byml
SnowWorldLobby000Stage,stage_change,SnowManRaceStart,SnowWorldRaceTutorialStage,obj337,SnowManRaceNpc,10800.000,100.000,2000.000,0,SnowWorldLobby000StageMap.szs,SnowWorldLobby000StageMap.byml
SnowWorldLobby000Stage,stage_change,RaceTrackExit,SnowWorldTownStage,obj332,DokanStageChange,14550.000,400.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobby000StageMap.szs,SnowWorldLobby000StageMap.byml
SnowWorldLobby000Stage,stage_change,RaceEntrance,,obj339,PlayerStartObjNoLink,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobby000StageMap.szs,SnowWorldLobby000StageMap.byml
SnowWorldLobby000Stage,stage_change,SnowManRace,,obj941,PlayerStartObjNoLink,11350.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobby000StageMap.szs,SnowWorldLobby000StageMap.byml
SnowWorldLobby000Stage,stage_change,SnowManRace,SnowWorldRace001Stage,obj336,SnowManRaceNpc,10800.000,100.000,2000.000,1;2;3;4;5,SnowWorldLobby000StageMap.szs,SnowWorldLobby000StageMap.byml
SnowWorldLobby001Stage,stage_change,SnowManRaceWin,SnowWorldRace000Stage,obj337,SnowManRaceNpc,11150.000,100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobby001StageMap.szs,SnowWorldLobby001StageMap.byml
SnowWorldLobby001Stage,stage_change,SnowManRaceWin,,obj128,PlayerActorHakoniwa,11150.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,SnowWorldLobby001StageMap.szs,SnowWorldLobby001StageMap.byml
Special1WorldHomeStage,stage_change,StackerRoomStart,Special1WorldTowerStackerStage,obj72,ChangeStageArea,6000.000,1500.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,StackerRoomGoal,Special1WorldTowerStackerStage,obj73,ChangeStageArea,1500.000,3400.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,BombTailRoomStart,Special1WorldTowerBombTailStage,obj76,ChangeStageArea,6300.000,4350.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,FireBlowerRoomStart,Special1WorldTowerFireBlowerStage,obj78,ChangeStageArea,6750.000,7900.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,CapThrowerRoomStart,Special1WorldTowerCapThrowerStage,obj80,ChangeStageArea,7150.000,11500.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,BombTailRoomGoal,Special1WorldTowerBombTailStage,obj83,ChangeStageArea,1100.000,6950.000,-20050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,FireBlowerRoomGoal,Special1WorldTowerFireBlowerStage,obj85,ChangeStageArea,700.000,10550.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,CapThrowerRoomGoal,Special1WorldTowerCapThrowerStage,obj87,ChangeStageArea,300.000,14150.000,-20050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
Special1WorldHomeStage,stage_change,GK_Respawn,Special1WorldHomeStage,obj494,MissRestartArea,3950.000,20250.000,-20000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Special1WorldHomeStageMap.szs,Special1WorldHomeStageMap.byml
